fd_normal,fd_normal2,fd_normal3,fr_normal,fr_normal2,fr_normal3,preprocess_normal,preprocess_normal2,preprocess_normal3,preprocess_normal4
0.5312499999999999,0.27777777777777785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.359375,0.4305555555555555,0.6301369863013697,0.0,1.0,0.0,0.9378238341968912,0.6734693877551021,0.7971014492753628,0.7828947368421053
0.5156249999999999,0.5277777777777779,0.7123287671232876,0.0,0.0,0.0,0.9067357512953369,0.44897959183673475,0.8260869565217392,0.861842105263158
0.3124999999999999,0.5416666666666667,0.6027397260273972,0.0,0.0,0.0,0.9170984455958551,0.6224489795918366,0.7826086956521743,0.9013157894736843
0.984375,0.9027777777777779,0.547945205479452,0.0,0.0,0.0,0.9067357512953369,0.7142857142857144,0.7971014492753628,0.9210526315789476
0.78125,0.2222222222222222,0.6301369863013697,0.0,0.0,0.0,0.9689119170984457,0.7653061224489797,0.8405797101449277,0.855263157894737
0.03125,0.6111111111111112,0.3424657534246575,0.0,0.0,0.0,0.9430051813471503,0.642857142857143,0.7536231884057973,0.8092105263157894
0.8125,0.27777777777777785,0.6301369863013697,0.0,0.0,0.0,0.9637305699481866,0.7346938775510206,0.7246376811594204,0.8157894736842106
0.65625,0.34722222222222227,0.2876712328767123,0.0,0.0,0.0,0.9274611398963732,0.8775510204081636,0.7536231884057973,0.7236842105263159
0.59375,0.6388888888888888,0.7534246575342465,0.0,0.0,0.0,0.911917098445596,0.9693877551020407,0.7101449275362319,0.7960526315789476
0.359375,0.9305555555555556,0.2602739726027397,0.0,0.0,0.0,0.8963730569948187,0.9795918367346941,0.8550724637681162,0.855263157894737
0.4218749999999999,0.7222222222222223,0.38356164383561636,0.0,0.0,0.0,0.9015544041450778,0.9591836734693877,0.7826086956521743,0.7763157894736843
0.578125,0.7361111111111112,0.46575342465753417,0.0,0.0,0.0,0.9585492227979275,0.8877551020408165,0.7246376811594204,0.8421052631578947
0.75,0.49999999999999994,0.7397260273972601,0.0,0.0,0.0,0.9170984455958551,0.8877551020408165,0.7971014492753628,0.888157894736842
0.046874999999999944,0.3611111111111111,0.547945205479452,0.0,0.0,0.0,0.911917098445596,0.8265306122448979,0.8260869565217392,0.6907894736842104
0.7187499999999998,0.5416666666666667,0.6027397260273972,0.0,0.0,0.0,0.9481865284974094,0.9591836734693877,0.8115942028985508,0.8947368421052633
0.640625,0.125,0.5890410958904109,0.0,0.0,0.0,0.9637305699481866,0.8469387755102042,0.7536231884057973,0.881578947368421
