fd_normal,fd_normal2,fd_normal3,fr_normal,fr_normal2,fr_normal3,preprocess_normal,preprocess_normal2,preprocess_normal3,preprocess_normal4
0.040000000000000036,0.0,0.0,0.5454545454545455,0.0,0.0,0.0,0.0,0.0,0.0
0.4399999999999999,0.6333333333333333,0.6119402985074625,0.0,0.14285714285714285,0.26666666666666666,0.7777777777777778,0.8465346534653465,0.9054054054054055,0.8898305084745763
0.49333333333333323,1.0,0.6865671641791042,0.4545454545454546,0.5714285714285714,0.0,0.9341563786008231,0.6732673267326732,0.9729729729729728,0.9067796610169492
0.3466666666666666,0.5444444444444444,0.6268656716417909,0.36363636363636365,0.2857142857142857,0.6666666666666666,0.9135802469135803,0.8960396039603961,0.9121621621621623,0.9237288135593221
0.8133333333333332,0.9333333333333333,0.5970149253731343,0.9090909090909092,0.0,0.3333333333333333,0.888888888888889,0.8613861386138614,0.8986486486486487,0.8898305084745763
0.76,0.4111111111111111,0.8059701492537312,0.0,0.2857142857142857,0.0,0.9382716049382716,0.8564356435643564,0.9324324324324325,0.9110169491525425
0.013333333333333364,0.6111111111111112,0.43283582089552225,0.4545454545454546,0.0,0.3333333333333333,0.9506172839506172,0.8910891089108911,0.9054054054054055,0.8220338983050848
0.6799999999999999,0.37777777777777777,0.6119402985074625,0.0,0.7142857142857143,0.0,0.9465020576131687,0.8861386138613861,0.9121621621621623,0.9152542372881357
0.6133333333333333,0.4,0.3582089552238806,0.36363636363636365,0.42857142857142855,0.5333333333333333,0.9176954732510288,0.9504950495049506,0.9054054054054055,0.8177966101694916
0.6266666666666665,0.6777777777777778,0.8955223880597012,0.9090909090909092,0.0,0.39999999999999997,0.9135802469135803,0.9504950495049506,0.9121621621621623,0.8771186440677967
0.3333333333333333,0.9222222222222223,0.2686567164179104,0.27272727272727276,0.2857142857142857,0.3333333333333333,0.9094650205761317,0.9554455445544555,0.9189189189189191,0.8898305084745763
0.4399999999999999,0.8,0.43283582089552225,0.27272727272727276,0.42857142857142855,0.3333333333333333,0.897119341563786,0.9999999999999999,0.9121621621621623,0.8389830508474576
0.5066666666666666,0.7000000000000001,0.5522388059701493,0.4545454545454546,0.5714285714285714,0.0,0.9053497942386831,0.9356435643564357,0.8986486486486487,0.8898305084745763
0.7333333333333332,0.6111111111111112,0.835820895522388,0.36363636363636365,0.42857142857142855,0.6,0.888888888888889,0.9554455445544555,0.9054054054054055,0.8813559322033899
0.15999999999999998,0.4666666666666667,0.6417910447761193,0.9090909090909092,0.5714285714285714,0.0,0.9218106995884773,0.9207920792079208,0.8851351351351351,0.940677966101695
0.6666666666666665,0.5888888888888889,0.6268656716417909,0.0,0.49999999999999994,0.3333333333333333,0.9135802469135803,0.985148514851485,0.9527027027027026,0.9322033898305084
0.5866666666666667,0.19999999999999998,0.6567164179104477,0.4545454545454546,0.07142857142857142,0.3333333333333333,0.897119341563786,0.9504950495049506,0.9324324324324325,0.8940677966101696
0.6533333333333333,0.7333333333333334,0.17910447761194032,0.0,0.2857142857142857,0.0,0.9012345679012346,0.8910891089108911,0.9054054054054055,0.9491525423728814
0.21333333333333332,0.7666666666666666,0.8656716417910448,0.5454545454545455,0.0,0.6,0.9506172839506172,0.9158415841584159,0.9121621621621623,0.902542372881356
0.5733333333333333,0.8333333333333334,0.44776119402985065,0.9090909090909092,0.2857142857142857,0.26666666666666666,0.8930041152263374,0.9108910891089109,0.9256756756756757,0.9194915254237288
0.4799999999999999,0.6777777777777778,0.49253731343283574,0.0,0.0,0.0,0.9259259259259259,0.9950495049504952,0.9256756756756757,0.766949152542373
0.6666666666666665,0.6888888888888889,0.47761194029850734,0.5454545454545455,0.7142857142857143,0.3333333333333333,0.9506172839506172,0.8910891089108911,0.8986486486486487,0.9067796610169492
0.37333333333333335,0.4444444444444444,0.6567164179104477,0.4545454545454546,0.42857142857142855,0.0,0.9465020576131687,0.9801980198019801,0.8986486486486487,0.885593220338983
0.4666666666666666,0.5888888888888889,0.5820895522388059,0.36363636363636365,0.0,0.6666666666666666,0.9135802469135803,0.9504950495049506,0.8986486486486487,0.9152542372881357
0.56,0.1888888888888889,0.761194029850746,0.9090909090909092,0.2857142857142857,0.39999999999999997,0.9382716049382716,0.9554455445544555,0.945945945945946,0.8347457627118645
0.8266666666666664,0.6888888888888889,0.6119402985074625,0.0,0.42857142857142855,0.39999999999999997,0.9135802469135803,0.9900990099009902,0.8783783783783783,0.8813559322033899
0.22666666666666674,0.7333333333333334,0.880597014925373,0.4545454545454546,0.5714285714285714,0.0,0.9012345679012346,0.9257425742574256,0.9527027027027026,0.9110169491525425
0.56,0.7888888888888889,0.6417910447761193,0.0,0.6428571428571428,0.3333333333333333,0.9670781893004115,0.9108910891089109,0.8851351351351351,0.8983050847457629
0.36000000000000004,0.7444444444444444,0.44776119402985065,0.5454545454545455,0.2857142857142857,0.0,0.9176954732510288,0.9356435643564357,0.9797297297297298,0.9067796610169492
0.8799999999999999,0.8555555555555556,0.7014925373134326,0.5454545454545455,0.5714285714285714,0.6,0.9423868312757202,0.9455445544554454,0.8851351351351351,0.9152542372881357
0.4666666666666666,0.33333333333333337,0.7014925373134326,0.27272727272727276,0.0,0.39999999999999997,0.8847736625514404,0.9603960396039605,0.9932432432432434,0.9067796610169492
0.2,0.5666666666666667,0.2238805970149254,0.5454545454545455,0.35714285714285715,0.13333333333333333,0.9300411522633745,0.9653465346534652,0.8918918918918919,0.8220338983050848
0.6133333333333333,0.28888888888888886,0.5223880597014925,0.36363636363636365,0.0,0.19999999999999998,0.9465020576131687,0.8465346534653465,0.9391891891891893,0.9279661016949153
0.76,0.6666666666666666,0.6567164179104477,0.36363636363636365,0.2857142857142857,0.0,0.9218106995884773,0.9405940594059407,0.9121621621621623,0.864406779661017
0.49333333333333323,0.6333333333333333,0.7761194029850744,0.9090909090909092,0.07142857142857142,0.6,0.9465020576131687,0.9108910891089109,0.9391891891891893,0.9491525423728814
0.4533333333333333,0.9000000000000001,0.6716417910447761,0.0,0.49999999999999994,0.39999999999999997,0.9506172839506172,0.9207920792079208,0.9729729729729728,0.8728813559322034
0.2933333333333333,0.6111111111111112,0.5671641791044775,0.4545454545454546,0.42857142857142855,0.3333333333333333,0.9382716049382716,0.8811881188118812,0.945945945945946,0.9618644067796611
