,total_disk_read_throughput,total_disk_write_throughput,rss,vsize,cpu_usage,rx_bytes_per_ns,tx_bytes_per_ns,latency_p50,latency_p90,latency_p99,request_throughput,errors_per_ns
count,359.0,359.0,359.0,359.0,359.0,359.0,359.0,359.0,359.0,359.0,359.0,359.0
mean,0.0043977328863509775,0.004395965407520892,512234545.40070343,3150186447.215867,0.7317548746518107,0.004445284401671311,1.4571681337047359e-05,417337340.02785516,592297905.167131,723912218.6490251,6.521169916434545e-09,0.0
std,0.0009729061810011349,0.0009732465164920047,22148225.168362897,29083359.84151179,0.11666578858504918,0.0009954340135655921,3.20302031765662e-06,59013860.09095122,320610427.92758995,322454041.04310954,1.3244785087761037e-09,0.0
min,0.001498326,0.001498506,296078131.2,2803155763.2,0.38,0.001510197,5.5236e-06,292446679.0,405320539.0,492198189.0,2.6e-09,0.0
25%,0.003745815,0.0037462002,508016640.0,3136962764.8,0.6675,0.0037972733,1.252185e-05,391295341.5,504295676.5,612609414.5,5.649999999999999e-09,0.0
50%,0.004494978,0.0044954028,516810752.0,3150933606.4,0.743,0.0044998091,1.47325e-05,401606258.0,578972114.0,692851325.0,6.7e-09,0.0
75%,0.0050943084,0.0050947764,526564556.79999995,3164361932.8,0.8294999999999999,0.00515144505,1.675245e-05,455327537.5,609441199.0,784848992.0,7.4e-09,0.0
max,0.0069672159,0.0069678495,533729280.0,3232156330.6666665,0.979,0.0070661238,2.31178e-05,600813637.0,6426318956.0,6446140111.0,9.3e-09,0.0
